,timestamp,timezone,humidity,pm_10,pm_2_5,pm_2_5_sp,temperature
0,2023-04-01 07:00:00,Asia/Bangkok,73.8616943359375,4.72727272727273,4.72727272727273,4.72727272727273,30.1894485473633
1,2023-04-03 07:00:00,Asia/Bangkok,67.8724934283952,16.046365914787,14.5852130325815,14.6992481203008,29.8951434372063
2,2023-04-04 07:00:00,Asia/Bangkok,62.9959520566936,13.300139275766,11.9380222841226,11.9428969359332,33.8534010725878
3,2023-04-05 07:00:00,Asia/Bangkok,59.4820505422312,11.8643356643357,10.7335664335664,10.7335664335664,35.772219144381
4,2023-04-06 07:00:00,Asia/Bangkok,66.4935739608669,16.4058373870744,14.7588603196664,14.8401667824878,31.862497972564
5,2023-04-07 07:00:00,Asia/Bangkok,67.0573298932781,14.2910863509749,13.016713091922,13.0174094707521,32.9954136985827
6,2023-04-08 07:00:00,Asia/Bangkok,60.8153695543411,19.9556338028169,17.8971830985916,18.2225352112676,36.0603784592029
7,2023-04-09 07:00:00,Asia/Bangkok,60.191329287089,6.29881035689293,5.61511546536039,5.81665500349895,35.7106053107467
8,2023-04-10 07:00:00,Asia/Bangkok,60.2164101915884,8.56685236768802,7.59888579387187,7.59888579387187,35.2200164476367
9,2023-04-11 07:00:00,Asia/Bangkok,60.2727562168363,26.6416144745999,23.6283924843424,23.9178844815588,35.8124556571307
10,2023-04-12 07:00:00,Asia/Bangkok,59.6033215688565,36.84561891516,31.2712100139082,33.4826147426982,35.9503867795305
11,2023-04-13 07:00:00,Asia/Bangkok,58.3602511841246,42.6885017421603,35.1839721254355,39.3526132404181,36.8403854104285
12,2023-04-14 07:00:00,Asia/Bangkok,59.0551179763667,38.5863509749304,32.4651810584958,35.0821727019499,36.0415169123488
13,2023-04-15 07:00:00,Asia/Bangkok,58.5444592302134,42.9061196105702,35.2760778859527,39.7468706536857,36.9287951897845
14,2023-04-16 07:00:00,Asia/Bangkok,57.6797464129325,50.1620305980529,40.2134909596662,49.1335187760779,36.8870482889104
15,2023-04-17 07:00:00,Asia/Bangkok,61.2727300702363,34.9150417827298,28.9909470752089,33.4032033426184,33.4730980323218
16,2023-04-18 07:00:00,Asia/Bangkok,58.6016459189609,48.3048016701461,38.9561586638831,46.33959638135,36.4715289472289
17,2023-04-19 07:00:00,Asia/Bangkok,59.1845007035596,42.4840055632823,35.0417246175243,39.5264255910988,35.9678461024426
18,2023-04-20 07:00:00,Asia/Bangkok,66.6725535648269,36.7418232428671,30.4091858037578,34.1558803061935,33.9778739276161
19,2023-04-21 07:00:00,Asia/Bangkok,63.7114290070302,43.2990264255911,39.0132127955494,43.5653685674548,35.6253128157869
20,2023-04-22 07:00:00,Asia/Bangkok,67.3573748137939,48.0688935281837,44.9394572025052,51.3883089770355,35.2626403936016
21,2023-04-23 07:00:00,Asia/Bangkok,69.7373329098842,45.5410863509749,41.3934540389972,44.8885793871866,32.3789504112307
22,2023-04-24 07:00:00,Asia/Bangkok,65.4921412882742,36.1955462769659,31.9624217118998,31.8893528183716,33.6783008933814
23,2023-04-25 07:00:00,Asia/Bangkok,61.904728959764,33.5041724617524,29.124478442281,26.5876216968011,36.4041663476257
24,2023-04-26 07:00:00,Asia/Bangkok,61.2295791860072,30.3228730822873,26.4839609483961,24.3012552301255,36.3160753449636
25,2023-04-27 07:00:00,Asia/Bangkok,61.9630350366432,19.2004175365345,16.5796798886569,13.6395267919276,35.9523886280418
26,2023-04-28 07:00:00,Asia/Bangkok,61.0255139713088,30.9818815331011,26.5268292682927,23.2222996515679,35.6497360388992
27,2023-04-29 07:00:00,Asia/Bangkok,60.2018563528247,38.6190807799443,34.1963788300836,34.9735376044568,36.3467056571939
28,2023-04-30 07:00:00,Asia/Bangkok,61.3136541038731,40.0027835768963,36.2080723729993,37.6506610995129,35.5621223210791
29,2023-05-01 07:00:00,Asia/Bangkok,60.8375512099848,28.390243902439,24.5163763066202,21.2808362369338,36.4860335825212
30,2023-05-02 07:00:00,Asia/Bangkok,62.2195653311478,19.7627000695894,16.92832289492,13.5351426583159,35.7283360873483
31,2023-05-03 07:00:00,Asia/Bangkok,71.6573022834449,14.470792767733,12.42280945758,9.55076495132128,31.4143174215219
32,2023-05-04 07:00:00,Asia/Bangkok,66.4485322639917,23.1255230125523,20.9463040446304,21.0543933054393,35.1044249850283
33,2023-05-05 07:00:00,Asia/Bangkok,63.0717865117568,27.8532684283727,25.6182197496523,28.5910987482615,36.057719945576
34,2023-05-06 07:00:00,Asia/Bangkok,67.5882508046277,27.5942936673626,24.2282533054976,22.7613082811413,34.1916944786502
35,2023-05-07 07:00:00,Asia/Bangkok,67.5340836962313,25.8065414057063,22.4683368128045,19.2867084203201,35.3518689500016
36,2023-05-08 07:00:00,Asia/Bangkok,66.2662386645355,17.7647877522617,15.490605427975,12.9429366736256,35.2814924841385
37,2023-05-09 07:00:00,Asia/Bangkok,65.6656136509438,15.1002087682672,13.1169102296451,10.0368823938761,35.6094347609359
38,2023-05-10 07:00:00,Asia/Bangkok,66.5703686438371,24.4299651567944,21.4926829268293,19.1149825783972,34.6400803622468
39,2023-05-11 07:00:00,Asia/Bangkok,64.8309402571932,17.1649269311065,14.8983994432846,12.2560890744607,34.7022657964757
40,2023-05-12 07:00:00,Asia/Bangkok,63.6698334059233,21.8836236933798,19.2327526132404,17.1317073170732,35.6832749635916
41,2023-05-13 07:00:00,Asia/Bangkok,61.1850030917669,24.2754532775453,21.7454672245467,21.068340306834,36.8961401265037
